+/yYn89HLV	AWS config directory
PhBPNhWniL	When enabled, the webhook payload will include the finding’s title, file location, and description. Leave this off to send only a link back to Claude Security.
PiKtVdYYS4	Your browser is running an outdated version. Refresh the page and try again.
PjE3Znx4JW	We put your account{hasEmail, select, yes { ({email})} other {}} on hold because we found signals that your account was used by someone under 18. Claude is for users 18 and over.
PjRuAwdqpE	Couldn't add skill. You can try again.
PkCCmqpR/t	Loading your connectors…
PoX2HNO9XV	Send request
PphFPyu33Y	Include details
PqXHHY/YQb	Couldn't look up your account.
PqmLVnSl7X	Next month
PsUzYxe+dF	Get a ping when long-running tasks finish
PuQodKw2Rt	Default environment or pool
PvMfiitQFC	Unexpected output from Claude Code
PvOSnSrr3W	plan's limit
PvpnX6G33c	Compliance certificates
PvtZylU1JR	Failed request
PxB0kZS3Uh	Allow Claude to
Pyrgvhs2vg	We'll email you after we review your account. Until then, you won't be able to use Claude, but you can come back to this page to check the status.
Q0r2veO/Mx	({skipped} non-plugin {skipped, plural, one {entry} other {entries}} in folder skipped)
Q24HXtC3KP	Please review the <link>setup guide</link> when configuring custom roles.
Q5Fhu5RORb	{low} – {high} / mo per seat
Q6zr1vGzlF	Use bootstrap config
QACujtHutn	Tool permission restriction
QDgJKCzkB7	Custom spend limit info
QIyF4rbXyZ	Pool keys
QL5gWJ5JBl	the provider
QL6+R/isje	Usage credits keep your team going when they hit a usage limit. If anyone is past a limit now, their current chat will get cut off.
QOejI7M2b0	Create registration
QSOsS3rV8S	Access tokens
QScUkPYxgA	Permission for {tool}
QUpWmrxCaB	Ask an admin to turn on usage credits.
QW+Q5NHmeF	Clear all
QXP97g/t1z	You're out of usage credits. Buy more to keep going now.
QXxWwEu3q1	They're still here. Try again to reload them.
QYSg1SpWKz	Resolved this period
QbuXNa7Ata	Focus previous split pane
Qdow8xfuuP	Failed to load organization plugins.
Qe65weE8lC	About file deletion
Qee7joNNug	Core (VM bundle + Claude CLI binary)
Qf1fgCTsmu	Search permissions...
QfxTu03U4g	Claude connects without credentials first, then prompts to sign in if the server requires it.
QhJxtbMJfB	Archive {count}
QiP05lqinH	Routines are paused — your usage credits spend cap has been reached.
QkbhtcTa4t	enduser.id
QoTanoh+6w	Teach Claude your project
Qpzxn9hNaC	Type of bug
Qr9R5OBs5c	Match
QredwIagLx	Telemetry config conflict
QsrdXim0Vj	Couldn't load the guide
QupT91F+qX	Your MCP server has been received. The review team will evaluate it and reach out at the contact email you provided.
QvYxF2hB46	Contact Claude Sales
QxWCILUZ/n	us-west-2
QxjZcaGQYm	Feedback sent. Reference ID: {id}
R/6nsxJ4TN	Subscription
R/p8Jr8LKw	Curated by Anthropic. Choose which sources to include.
R1LeISHTBH	Custom Roles
R2Q/hqc3Ry	Unable to update seat limit. Please try again.
R4RAjXE44v	Send reply
R5JFx0xeAO	Teams at <bold>{domain}</bold> are already on Claude.
R5wFLmtp3U	{days, plural, one {# day} other {# days}} of Pro left
RCy/fSOZ38	The endpoint returned an error.
RF538op5DA	Turn on usage credits
RFFH1lyEc7	https://d-1234567890.awsapps.com/start
RFLU3xUdnQ	Limit increases ({count})
RG7DQpwgjC	Archive anyway
RIbw6nN4dR	Updating memory
RJAkrNLuy2	Folder access denied
RJbe2fl4Qr	Set up single sign-on so your team can use their work credentials
RPIOKgGXs3	We put your account{hasEmail, select, yes { ({email})} other {}} on hold on {date} because of unusual activity. Your chats and data are safe, and your teammates aren't affected.
RX3oWSQgNC	This service is disabled for your organization. Manage usage settings to re-enable it.
RZJPnT4moD	Add group
RZP+mkDUjw	Are you sure you’d like to re-enable <b>{keyName}</b>?
RaVP62wW+g	53280
RcMetnFGHz	Bedrock service tier
RdqsITWRJU	Waiting for Claude to finish — the app will relaunch automatically.
ReIz6qpW+M	Requests for {connectorName} dismissed
RfUzHqQ1Mt	{name} (session)
RfjCWNL9cB	Open annotated image
Rio+Mmk17s	Restricts login to specific org UUID(s). Single UUID string or JSON array.
RjtlxQ2HJv	The Claude GitHub App isn't installed on this repository, so it can't be scanned. Click to recheck.
Rl96x0Mg7A	Move to cloud
RlVgS+PMoP	Hi! Which of your organizations can I help with?
RmK02BajUH	Active members by seat type.
RnUPG/PmrW	My server calls our own first-party APIs (or APIs we legitimately proxy with permission). (Directory Policy §3.F)
Rp+i/nzORw	Rewind to an earlier message or clear the session to continue.
RrqSeGhG0E	Select at most {max}.
RtLYfLZ2bT	Helper script TTL
RtSXJpna/C	The SSH connection dropped and auto-reconnect didn't succeed. Your session is preserved on the remote host — resend your message to reconnect and pick up where you left off. If it keeps failing, check that the host is reachable (VPN, network) and your SSH agent is unlocked.
Ruse+1F0VI	JSON output with {count, plural, one {# auth header} other {# auth headers}}, parsed cleanly.
Rx6iQuXgiX	MITM CA certificate
S1bAbRQzWY	Upgrade to let Claude edit files, run commands, and ship changes right in your repo.
S1npAgSUMu	Build apps and interactive documents that use Claude inside the artifact.
S251OQBJUr	Copy Entity ID
S5Ia/3aoNz	{count, plural, one {# addition} other {# additions}}
S8/4ZI1Fhf	More actions
S9ajVNibgO	Each member is assigned exactly one role. If a member's groups map to multiple roles, the highest-precedence role is used: Owner > Admin > Custom roles > User.
SKeCK+7hmh	Local sessions
SM396mPAdJ	AWS SSO account ID
SM8Ak39Vjh	Vertex OAuth client secret
SMdocQSZzr	Nonprofit pricing requires monthly billing
SPcsMyI8yd	OAuth — your own client (with secret)
SRfvtxpa+5	Only available in local sessions
SW4VE6t1LX	Subscription has been canceled
SZ/y+QPlLO	Feedback type
SZXkm24sDA	Bring your own client
SaXlY62nT8	API ownership
ScD/SsMBkF	Custom connectors
Sd85G3KDUx	To delete your account, please cancel your {productName} subscription first.
Sfrwx+npwr	You're almost out of usage credits
Sijf7QyRi3	AWS region for the Bedrock runtime endpoint.
SkF4qFf6sx	Couldn’t update that setting
SlaNB/mm2w	Remote Control disconnected
SnxeYJYoto	Required for single-tenant Entra apps. Leave blank for multi-tenant or non-Microsoft IdPs.
SsD9TTwUkB	Server name
StnRZmM3Xn	Absolute path
StxsdmJZ7G	Doesn't look like an Anthropic model: {reason}
SuGpwv1fKH	Install Git (Xcode Command Line Tools on macOS, Git for Windows on Windows) to continue.
SwO3Dd2FGA	Claude will keep these in mind across chats and Cowork within <aupLink>Anthropic's guidelines</aupLink>. <learnMoreLink>Learn more</learnMoreLink>
SxVB1ueqrR	Couldn''t send feedback{detail}. Please try again.
Sz6LtfD7Fs	More sessions with uncommitted changes will follow.
T0b7SPxo+B	Display name (optional)
T4GXrqae36	macOS configuration profile
T7bXIiakSf	{count, plural, one {# tool} other {# tools}} from {name}
TAuycZeIjw	Vertex AI base URL
TEDYbOzyTJ	Get faster replies and automated reviews for your team by buying usage credits.
TEFPBgUznr	Archived {count, plural, one {# session} other {# sessions}}
TGvezLkV3s	Feedback collection is not available for organizations with custom data retention policies.
TGyeqFZWHH	Helper output is cached for this many seconds. Re-runs at the next session start after expiry.
THt5anCoNZ	Select all members on this page
THz7NQ5+GI	You've reached your {limitName}. To keep working before it resets:
TLOm++7Rz1	Remote agent
TQWgyWeD6E	Blocked by endpoint security
TR4NZQsAzg	us-east-1
TSL5cSDLvN	Enable Canvas instance?
TSXUAMQg4w	No heartbeat
TSyGhXRzqz	No client ID — register one automatically
TU4G1seELu	Favicon fetch and the artifact-preview iframe origin. Artifacts will not render.
TU6KL2gKFr	Create a new service token
TV8zcitmLi	Set to Public if every user sees the same list — including authenticated servers that return one tool set for all users. Anything not set defaults to Private.
TVC7JJ1/zv	openid profile email offline_access
TWLjj2UeQy	We’ll put this toward your next {invoice} invoice.
TXZnHMlGJe	plan limit
TY8Ho1r3xy	Commands
Tab2NpXFaB	Organization instructions could not be saved. You can try again.
TatAu7Hngw	Something went wrong. Try refreshing the page.
TbE/BlbbKm	Environment {id}
TcCxttJw2N	Delete your account?
TcILfiP013	Audit your organization's data programmatically. <a>Learn more</a>
TcNnUVP8Mw	Error running the helper
Tcca7mIVXQ	Auth
TcmH/mEEcz	Terminals
TcwMs6UN4E	Instances
TeyXN4tT5R	Pauses the session and clears its stuck state. The owner keeps the session; it re-enters the queue if they send another message.
Th6aZuHVh7	Make private
ThZGZa5x4m	No memory yet
TjpZxnSuQ5	Local stdio servers added via the Developer settings. Remote servers come from the managed list above, or plugins mounted to a user's computer by an organization admin.
TkA72ubrGt	Test this connection
TkU78G9atb	Verify my age
TlAHC5VbxB	You can also wait until your {limitName} resets at {time} to keep working.
TpA1k4vilH	Not available when HIPAA compliance is enabled.
TrBQmzhHCG	Scans use pay-as-you-go billing beyond your plan's included usage.
TtQGAIkUrs	Couldn't turn on usage credits
Tu8nogZtgp	Set context once, reuse it every chat
Tuu08EHZLE	Give feedback about Cowork
TvH8+bmxO3	Disable Canvas instance?
TvOD8VviD2	Get the desktop app
TwRmDqA67A	Join your team on Claude Code
U+XKaZVHnt	Couldn't determine the target to remove. Refresh and try again.
U0+7nWAZ7R	Connector couldn't be enabled. You can try again.
U5lBq+CZ7G	Anonymous usage metrics including usage counts (not conversation content)
U8DVwUsvy2	Claude Code can't run inside another Claude Code session. Close the outer session to continue.
U8NlJ2YR4v	Choose simulator
UA5qaXd0Nt	{days, plural, one {# day} other {# days}}
UAHjMdtFyJ	sorted ascending
UBNVL60qQZ	Workspace failing to start
UBXsZZ/YgR	From your IdP app registration
UDny5+FEko	Estimated subtotal · {seats} seats
UEgWAjkqtM	“{preview}” hasn’t been sent. Start a session from it, or discard it?
UErh8i6mOO	Worker defaults
UGEnd0JtKP	123456789012
UH36/HdhSQ	GitHub Enterprise connected.
UH5I4LR9eS	This looks like a certificate signing request (.csr). Paste the issued certificate (.crt).
UJXKwgmtN8	poor
ULnTQCHxiV	What Anthropic doesn’t see
UM/XMG5GQu	Data science
UO05zdm59r	Set by bootstrap URL
UQLzOZq7h3	A persistent banner across the top of the app window after sign-in.
USlfHdFqDQ	When set, the bootstrap request sends a Bearer token from a browser sign-in (authorization-code-with-PKCE).
UXI5kx9c08	Deleting files
UcSl6igYJT	We’ll put this toward your next invoice.
Ud6SFEd7iU	Frame it
UkBVDCUMyP	*.corp.example.com
UmH4IX1ER9	Mark {count} as unread
Us/KWk8ZwZ	AWS SSO role name
Uso+kDhaYE	Restart to fetch the config from this URL.
Ut/AGXDKqu	Claude Mythos
UurEjm0WsE	This image is too large to send. Rewind to remove it and try again.
UvFUuqXLIg	Student
UwDpB34PBL	The org-wide GitHub connector governs repository access across products — manage it in Connectors.
UzLHrala3Q	Nonessential telemetry
V/2dOOWlyn	Continue for free
V0HgvxEWZe	Parallel agents
V1tcEBi4Tk	Header name (optional)
V3zYr4QXbI	You can't use Claude right now, but your chats, projects, and data are safe and waiting for you.
V60sZOn/h5	Enable Claude in Slack to configure this setting.
V6LeaFyLW4	Finish dictation
V7BAr/Fq82	This capability requires Cowork to be enabled.
V7kWHcIfvA	Previous-generation model. May be removed in a future update.
VAhXOjC/rV	Enter to continue
VCuP0gfvz4	Coding hours per week per engineer
VG4PssT7q0	{amount}/month included
VHCpTGgB9x	Response couldn't be sent. You can try again.
VIlLAcHVfz	Filter by name
VJ5vi2nLRk	Send a message to start fresh in this directory.
VJo+Oukn/S	This conversation is powered by Claude. Claude is AI and can make mistakes. Please double-check responses.
VLBmqLi5dO	from your data
VM5cIele/U	URL pattern
VMFtfaCreu	Open my.frame ↗
VNhaFRBO9u	Don't have Claude Code installed yet?
VRBhqhHylw	External IdP for gateway sign-in. The user authenticates against this issuer; the resulting ID token is sent to the gateway as the Bearer credential. Leave unset only if the gateway is its own OAuth authorization server.
VTHx5NYClh	Enter a valid date (YYYY-MM-DD).
VVBYM+eQSW	One URL per line.
VYduLHa4Q7	Get {label}
VZoqkcI7dm	View role
VcZA7eNvfu	Define what your groups can and can't access.
VdfqU5wMCX	Tenant ID
VjaHD60gcP	Per engineer, fully-loaded
VjynyQmk9u	Text size
VlK239o5cj	Connecting to screen…
VlL8j9MrTM	weekly Sonnet limit
VnXp8ZIfSy	Avatar
VniLAMIRf/	This feature isn't included in your plan.
VpVGnT/CF4	Allow + inject {name}
Vr3s2AbC15	After enabling HIPAA compliance, your organization settings will be updated to support only the Eligible Services defined in the BAA and Implementation Guide. Products and features that are not Eligible Services under Anthropic's BAA (including MCPs, Claude in Chrome, and beta features) will be disabled for all members of your organization.
VsGAVpT2nz	Your device doesn't meet your organization's Microsoft Entra compliance policy for {serverName}. Contact your IT admin.
VtGZB5zU0L	This file has changed since it was shared. Collaborators are viewing an older version and can only comment on the latest one.
VvD0cvZb+g	Route an environment or runner pool through <b>{label}</b>. New sessions for that target will tunnel through this proxy.
VvGyJdt8Tv	Or, wait until your {limitName} resets at {time} on {date} to keep working.
VyHQLEV7vC	Link not found
VzUR2M/sin	Available with a Claude Pro, Team, or Enterprise plan
W+1MOmUpyU	Method
W/V6+Y+Vy2	Collapse
W/gejUYYZ9	Authorization tokens
W0SBzkCd8H	No service tokens have been created yet.
W1TBB422kj	Your request for {connectorName} was not approved
W8whiozp3T	{total} / mo
WAzaKpY7Vs	Users enter their own URL matching a regex (e.g. per-tenant subdomain).
WCuzblJN7u	GCP service account key (JSON)
WE9lZKk2Zv	No connectors configured
WFUsIiOBLU	Feedback description
WIm4/6845I	Archive session
WJX26PBiWe	When a connector is restricted both here and in your organization's settings, the more restrictive setting applies. Members assigned to multiple roles receive the most permissive setting among their roles.
WKR57Cw9V+	Signed in. Applying your organization's settings…
WKTt4OYLXJ	Your {plan} plan was canceled and refunded while your account was on hold. We've credited {credit} to your account so you can restart your plan.
WQi9ddLKzs	This is a desktop extension. It runs locally in Claude Desktop — team members install it on their own computers, and it can't be installed from the web.
WS/jKP1tZa	Choose where Claude will read and write files
WS0Ccrbl0Y	via {host}
WV6U7uYD/h	You can also wait until your {limitName} resets to keep working.
WWuFiWgc9+	Focus previous pane
WWw2W44/dd	Couldn't start sign-in for {name}: {error}
WZTXKm3Yxq	Trend
WZnFg9CJ0V	Research Labs organization — contact support
Wb/3E+ALRw	Check your internet connection, VPN, or proxy and try again.
WbM+LbvT9p	Six-digit hex (#RRGGBB). Applied exactly as configured; not theme-adapted.
WcmN0GCOgd	Updating tasks
WjS6pPOwe8	Anyone with access to the server URL will be able to use this connector. Only choose this if the server is intentionally public.
Wl626GK45n	Vertex OAuth scopes
Wla+8f6fjg	Lines accepted
Wmft2kvHyE	Use Anthropic’s hosted client metadata
WpRL5YIjxH	Sign in to Claude.ai
WsXyqQwst4	New agent proxy
Wus8scKGCj	**I already know your account.** If your company uses Claude, I can see your current plan, seats, and usage. We don't train on your data.
Wy/pjxrXEI	Human resources
X6AN/irP13	A Windows security policy is blocking Claude
X7pd/oEAeZ	Installed on {count, plural, one {# repo} other {# repos}}
XDoEh05w2J	Failed to archive session. You can try again.
XEIR/IZd3h	The same numbers powering the Productivity and Insights tabs, surfaced here so you can sanity-check the inputs.
XLRt150uj5	No access
XNDCZ6NENL	Distinct users
XOxizlPPjM	You don’t have permission to assign custom roles or groups. This member won’t have any role-based access until a custom role is assigned.
XS5aW+ySh8	A team member will review your request and account activity together.
XTHwHXkxB9	If you're part of a workspace, your workspace admin may be able to help speed things up. You can also request a review from us directly.
XTHxOYpOlm	Discard draft?
XVLCaBkgOo	Callback port
XX2OZVUmF+	Each account is limited to one Team organization with nonprofit pricing.
XXU5DanepS	We couldn’t find a completed nonprofit verification for your email address. You can still create a Team plan at standard pricing.
Xa4IkAcYLf	CA fingerprint (SHA-256)
Xb9nNP5stJ	You're out of extra usage. Buy more to keep going now.
Xc8RlqtvzR	This capability requires Code Execution & File Creation to be enabled.
XcLQwmCY8g	No groups found for "{search}".
XdAiuncu2t	{count, plural, one {# comment thread} other {# comment threads}} on text that's no longer here
XfOmm8BNBA	Azure AI Foundry resource name used to construct the endpoint URL.
XfPm5051bZ	{label} seats × {price} / mo
Xg3qSlS+xe	Store this secret now.
XhQrGbBOW/	APIs
XjbkMHaoN8	The connector failed to reconnect. Try again, or run /mcp in the terminal for details.
XkRb8klagl	Ran {count, plural, one {# agent} other {# agents}}
XmEeibWrlB	{count, plural, one {# address can't be invited.} other {# addresses can't be invited.}}
XoZI2iCtxL	Claude Design
XofxOZPgHr	admin estimate
Xqch4Sg+TQ	Group names
XrGFgeyjLR	Productivity gain × loaded comp
Xt+8YWBbF9	Get Cowork
XtXm3euW3d	Usage analytics help us prioritize improvements for third-party inference. Diagnostic-report uploads will also be blocked. No message content is included in either.
XtmOkfeInj	Claude is working in {sessionLink}. Relaunching now will interrupt that work.
XujStw7kbF	Running {count, plural, one {# agent} other {# agents}}
Y0/NpCBqzJ	WDAC, AppLocker, or endpoint protection is preventing the workspace runtime from starting. Copy the details for the binary path and policy rule needed to allowlist it.
Y0M5WDD4f1	Your request has been sent to our sales team.
Y4C0t0V1cY	Redirecting to Slack…
Y6zxVipUAc	open-world
Y7FG5MdL98	Image not available
Y8cDeQ4dJB	Failed to move session to the cloud.
YBsf28NJkQ	Now Claude works your way
YCVxJdFNk0	Are you sure you want to dismiss {count, plural, one {this usage credit request} other {all usage credit requests}}? This action cannot be undone.
YCvwCVYxqe	Claude in {suiteName} is available on Pro, Max, Team, and Enterprise plans
YG3ENc+IFC	Couldn't connect to the screen share.
YKDcvb7Gma	This capability is restricted by your organization's policies.
YKjZUvhNn/	{count, plural, one {# connector enabled} other {# connectors enabled}}
YL1v8ytE14	Duplicate key — only the last value is kept.
YNqFQSwLwD	I want you to learn this codebase. Run /init — it scans the repo and writes a CLAUDE.md with the project's structure, conventions, and key commands. Show me the draft before saving it.
YOz1zA29uc	Couldn't reconnect {name}: {error}
YQ6jL67z2e	{count, plural, one {Connector request dismissed} other {# connector requests dismissed}}
YSEHO70vKb	Your tenant may not be allowlisted yet — send the Client ID and Tenant ID above to your Anthropic representative (2-3 business days to activate).
YU19nSq9tC	Upgrade for unlimited projects
YZCXKWreNm	Disable now
YaT1FqvwXh	Daily usage data unavailable
YaUOOYz4f+	Keep enabled
YdXbbC3iJI	Unhealthy
Ye0Clmvfec	Attach
Yep1kfh68S	That doesn't look like a URL.
YfKwjcmMqC	You can also wait until your {limitName} resets at {time} on {date} to keep working.
Yk0+YjpaDc	Stop external apps and websites from opening Cowork via claude:// links.
YnZFl81rZD	Your nonprofit status has been verified. Choose a Team organization to receive nonprofit pricing.
YoIQO7Er7E	Your local time
YpVoLgjsW6	Monitor
YqygSYX+GY	Terminal name
YrXzPn80LF	{count, plural, one {Send # invite} other {Send # invites}}
YsRc+anYk2	Dismiss question
YsgtPcBjMt	Drop CSV to import
YvJKUek0yj	GCP region where your Vertex AI Claude models are deployed.
YxC9/iVoy6	Your org has reached its spend limit for this month. Manage spend limit to keep going now, or wait until {day} at {time} when your plan usage resets.
YyME4yN0zj	The form has changed since this review ran. Re-run auto-review to check the current state before submitting.
Yyp8xwgnUo	Reconnecting…
Yza/6EVU0q	Started the agent
Z/1udvpF5B	Edit group
Z0j8rlZ30r	Observed metrics
Z444Es4IIr	{name}, rename session
Z7L01lYFaQ	Claude Pro or Team is required to connect to Claude Code
Z7rOV54sUb	Open a folder to view a screen.
Z98lmHNsmL	Claude is temporarily unavailable. Try again in a moment.
Z9SEbF2UCN	OAuth
ZBXWfWmBKK	Syncing…
ZD2tIbi7L+	Restart with {credit} off
ZGHD3mVeYy	Need urgent help? Contact your workspace admin.
ZI2sllkKCJ	Set by MDM profile
ZJ8AM5SdKM	OAuth client
ZLCJGEzSTj	No available runner pools.
ZM5siB581d	Adoption, error rate, and trend per skill across your organization. Error rate is a session-level proxy.
ZN/pQHUlzx	Couldn't update the remix setting.
ZN8K4a6UPQ	Setup snippet copied to clipboard.
ZNIbC4QVVZ	That doesn't look like a shared artifact link.
ZON8uMn14w	tokens
ZOQ43/L2E3	Get the most out of Cowork with more usage for ambitious projects
ZQ/zPzSC5G	No data available yet.
ZQsXVsFfju	Not you? Log out
ZRMqH+j2yz	Test model discovery
ZRmNpoXsSD	Your plan supports up to {limit, number} members. This would put you {overage, number} over.
ZTyMjOkl+U	Your data
ZU0GHEGovM	Other bug type
ZV6LW1+/S9	MCP tool
ZXmKO+3tgM	Increase usage credit limit
ZZGMGiY/ig	{field} swatch
ZcVRmEYomz	Update Claude Desktop to enable fast mode for Opus 4.7
ZclF/wzozr	Estimated subtotal
Zejj2Gw5fy	github
ZfDLd0VuSN	Agent proxies aren't available for this organization.
ZhBH1drSOU	, {activeCount} of {maxSessions} sessions, press right arrow to view
Zhf0h7AARy	You've hit your monthly spend limit, but you have more credits.
ZhkFBG4biD	Get notified when Claude has finished a response. Useful for long-running tasks.
ZnwdLP1ZJQ	Cowork lets Claude complete work in the background. Describe what you need and come back to finished work.
ZoW3+gh5QU	· {count, plural, one {# error} other {# errors}}
ZrKJ7Cu87f	Set permissions for all current and future connectors, or customize per connector.
Zs8lQq1ycL	Share skills with team members
ZtN6Gqclvr	We put your account{hasEmail, select, yes { ({email})} other {}} on hold on {date} because we found signals that your account was used by someone under 18. Claude is for users 18 and over.
ZyHpoI0cj7	Authorization didn't complete. Finish signing in (or check you're signed into claude.ai), then try Reconnect again.
ZyUhcKOTes	Decrease spend limit
Zz6QTaW0y5	Available for macOS, Linux, and Windows.
ZzDDx2I9HP	Make it real in Claude Code
a/Ak9taD00	Collaborate with your team with shared projects and centralized billing.
a/idsVayO5	Filter artifacts
a/pLy2qFJI	You've reached your spend limit for this month. Manage spend limit to keep going now, or wait until {day} at {time} when your plan usage resets.
a2/6cB+aof	Billing data unavailable
a2IVwFEmcc	Group limit reached
a6NQWIy8oJ	Couldn't load Anthropic sources.
a87VTwtQw3	Offer 1M-context variant
aDMSjyyGz9	Your Team plan now uses nonprofit rates. The new pricing takes effect on your next invoice.
aDVRC23jKg	Skills have moved to <link>Customize</link>.
aH2gXkKfct	You've already used {amount} this month — set your limit above that to keep working.
aL/o54ZWx3	Delete session with uncommitted changes?
aLHSaxeOw1	More usage for everyday work
aMi61Pj/D3	Annotating image…
aRuqK/KXrl	Selects the inference backend. Setting this key activates third-party mode.
aTTY7rU6Bh	Max tokens per window
aVV2vbXPVE	SCIM
aX5kprod05	Manage repos
aXPsDlwURm	Existing API keys are now blocked from using compliance scopes
aYunrFFOTs	You're now past your plan's included usage. Your Opus limit resets {day} at {time}.
aaZwJKRvqB	Attach simulator
adtasdGkl9	<link>Contact our Support team</link> to request the deletion of your organization and its associated data.
afMqiczJqk	Multi-group spend limit
afjdqvFrPn	found {n, plural, one {# model} other {# models}}
aiew2+sp3v	Share skills with the full organization
aj5POhAKey	Bearer …
akXG4ChYkN	Enable remote control by default
amo4Y6DbKh	{featureName} has been turned off by your organization's administrator.
aojEGT2eHI	No activity yet
auYj3lyf1+	Anthropic telemetry
aufbiHNTwC	Waiting for sign-in…
avbpbUOTiG	Seats are what you pay for; members are the people who fill them.
axfcFaQPcz	Agent proxies
axpBl7HA0g	Describe what you need and come back to polished work. Claude works across your files and connected tools, on the schedule you set.
b6/n7wQhfO	Required organization
b7vgLij1HS	https://otel.example.com
bDNRyyPJKa	Medium text
bDeD1Pt66Y	The script exited cleanly but wrote nothing to stdout. Check that it prints the credential.
bELf2s68U0	Download for Linux
bFX6KfrkdG	{n}/user
bHXDzT9YLr	Reframe it
bOQrZqbwk9	Usage & limits
bR2zG7N+wa	{id} (different profile)
bS7WElxrrh	Lock the approval state for specific tools. Unlisted tools stay user-controlled.
bSNyh608ig	Server saved as draft
bTOzkt8zV5	Your org is out of usage credits. We let your admin know.
bU34Yscprn	Organization banner
bU3HdZHuf+	Define sets of permissions and capabilities to assign to a group.
bX9nWH/7vb	Now using credits.
bXHdEidOYa	Select chats
baVN++N04E	Membership for this group is managed by your identity provider. To add or remove members, update the group in your IdP. <link>Manage SCIM settings</link>
bcfGi8C+Qv	Couldn't complete sign-in for {name}: {error}
bejjit3KOY	Tab to add
bjsmP3cU/f	Permanent after submission. Lowercase letters, numbers, and hyphens. Leave blank to use the name.
bmH8vfWbiu	A shell hook or tool wrote unexpected output. Check your shell startup files and Claude Code hooks for stray stdout writes.
bmP92ZCban	Require signed extensions
bp6E29TomA	View billing
bqOLf0vLQm	Show extension directory
br4rCh0hZP	Request sent to your admin. Your plan usage resets {day} at {time}.
bx+Ne2nP0J	Workspace trust needed
c+swVkDN3t	Create token
c1LGvG2F3D	Claude Opus 4
c35gM5T7cu	Roles
c4KlpXkyJj	Search chats...
c6OSA4qGNk	"{value}" in {path} doesn't match an available model. Update the model setting; using {fallback} for now.
c6vnz34Plb	Select roles
c7Ay05DAMp	In another tile
cA45Z+zupi	No sites added yet.
cBHlDG/VDr	{connectorName} is now available
cCZGxuVmEN	You can still download it for macOS or Linux below.
cCi8DNBIJd	Anything a user must have or do before the OAuth flow will succeed — paid plan tier, admin role, API access enabled, allowlisting, etc. Shown to users on the directory page so they don't hit a dead end mid-connect.
cEODxG0K2h	Your subscription is billed in {currency}. Changing your billing country to {country} will switch your renewal currency to {fallback}.
cF2v7DP0GL	Start a conversation first, then try /feedback again.
cIhy/1CdU5	Couldn't load the connectors directory. Some connector details may be missing.
cJF3YC4JVz	This file lives in the remote container and isn't downloadable.
cKrD3R/rro	Add egress credential
cNKkQb0v3X	The BAA also covers your use of the Anthropic API and Claude Code with ZDR (for qualifying organizations). Those services are configured separately. Contact your account team to enable HIPAA with other Eligible Services.
cNjUc3GutQ	A boolean CEL expression ANDed with the structured match above. Use for predicates the match fields can't express.
cUnRExpJpM	Users need to connect before any tools or resources are available.
cVMpuel8sz	grpc or http/protobuf.
cVZHXzfYOF	No GitHub Enterprise instances configured. Add one to get started.
cWH/+f1VV8	We couldn’t load your organizations. Please try again.
cWHePzM1Cd	Now using credits • Your plan limit resets {day} at {time}.
cYun9vMrBE	Import shared artifact
cbTtulMUaI	Open the session to respond
ch3siAnO8o	{price} / mo × {seats} seats
clgt37Cfja	Close session logs
corudiYNBg	Analytics Chat
cqGbQhSB6R	This task will run remotely.
cqtDKyc29T	Waiting for authorization in your browser…
cr1jN833YB	Remove link
cs8gIqiZjk	Targets
csMCt23Z9V	You've reached your spend limit for this month. Request more to keep going now.
ctWkktQM0M	Ask on the side without touching the main chat. Claude sees the full context, and nothing here is added to it.
czsWtn0GU0	e.g. Datadog
d1Kk+iATfF	Remove "{name}" from your organization? Members will no longer see plugins from this source. You can add it back later.
d1OgEDiJnJ	(optional)
d31D8knCyJ	Increase limit
d7Fp1bwUtF	Connection refused
d7LeX7HHLR	App images
dAAs2ZCYuk	You selected Read only, but these tools are annotated as writing data (readOnlyHint=false or destructiveHint=true): {tools}. Choose Read and write, or fix the tool annotations on your server.
dBdqoa/Bno	No plugins found ({skipped} non-plugin {skipped, plural, one {entry} other {entries}})
dEdA60m9FJ	Sent as an Authorization: Basic header on every proxied request to allowed hosts. Values are write-only and never shown after saving.
dH8dliMp56	Create a registration, then deploy the agent-proxy binary in your network with the secret. Associate environments or runner pools to route their sessions through it.
dJCs31/3q8	All private
dJLcQZRSQW	Pick a template or ask a question. Claude can query your organization's usage, spend, and adoption metrics.
dPjlbCZyRa	Higher usage limits, recommended for Claude Code and Cowork, priority access at high traffic times, and more.
dQKgzxReOT	View all projects
dRE4SG0mip	This connector doesn't use authentication. You can block individual tools from the connector's settings.
dRNx90dka9	You've reached your weekly Opus limit. It resets {day} at {time}.
dS5LOtrmFl	Manage groups...
dVnXY34i9I	Terminal {n}
dX8NokK66c	Live stream of {deviceName} simulator
dYL/Qs05VJ	Keep disabled
dYlenA3UP7	OpenTelemetry
dZ+qQwQue/	Enabling HIPAA compliance allows you to use PHI within the Eligible Services defined in the BAA. Download the Implementation Guide for configuration requirements, workforce training, and the full list of Eligible Services.
deK3vjiB1v	The previously selected server is no longer connected. Go back to the Connection step and pick a server.
dpX0T8fSMc	Coding boost view
dpoHgMeiUG	GCP region
